apt_rent,apt_footage,rooms,distance_wh,distance_cap,building_units_available,adj_open,adj_large,adj_private,adj_great,adj_new,adj_beautiful,adj_high,adj_natural,adj_historic,adj_newly,adj_short,adj_ready,adj_furnished,adj_convenient,adj_windows
1460,415,1,5166,7531,15,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1807,625,2,5166,7531,15,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2320,1106,3,5166,7531,15,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1657,413,1,3954,6039,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1968,770,2,3954,6039,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2320,1106,3,3954,6039,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1771,623,1,1700,1227,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1969,778,2,1700,1227,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3057,1080,3,1700,1227,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1537,443,1,2615,4282,13,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2011,733,2,2615,4282,13,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1513,427,1,2795,4695,13,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1758,691,2,2795,4695,13,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2665,694,2,1652,4120,12,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
3765,907,3,1652,4120,12,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1432,420,1,2449,4598,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1927,673,2,2449,4598,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2988,899,3,2449,4598,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1628,342,1,928,2498,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995,614,2,928,2498,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2840,850,3,928,2498,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1442,420,1,7833,9764,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1613,658,2,7833,9764,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2320,1106,3,7833,9764,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1425,375,1,7937,9881,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1691,625,2,7937,9881,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1517,375,1,1092,2965,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1499,485,1,3254,5396,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1848,823,2,3254,5396,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2799,1120,3,3254,5396,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1750,480,2,3880,5068,5,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2444,750,3,3880,5068,5,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1526,402,1,2551,4599,7,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1849,682,2,2551,4599,7,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2320,1106,3,2551,4599,7,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1700,302,1,1647,4044,6,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
2220,479,2,1647,4044,6,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
1311,480,1,2470,4279,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1928,555,2,2470,4279,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1555,352,1,3767,5288,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1968,608,2,3767,5288,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2320,1106,3,3767,5288,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1510,398,1,1515,4011,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1980,620,2,1515,4011,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2320,1106,3,1515,4011,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1701,461,1,1565,4055,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979,680,2,1565,4055,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1508,426,1,4513,5493,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1861,674,2,4513,5493,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2138,851,3,4513,5493,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1853,680,1,2925,1555,16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1765,902,2,2925,1555,16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2621,1280,3,2925,1555,16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1425,225,1,1525,3448,16,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2150,629,2,1525,3448,16,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2750,781,3,1525,3448,16,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1311,480,1,3972,6394,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2155,621,2,3972,6394,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3280,818,3,3972,6394,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500,481,1,2456,1153,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1800,558,2,2456,1153,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1882,737,3,2456,1153,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1495,339,1,3331,4849,7,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1970,646,2,3331,4849,7,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2320,1106,3,3331,4849,7,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1748,500,1,5356,7609,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1968,703,2,5356,7609,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3031,978,3,5356,7609,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1311,480,1,2919,4478,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1923,725,2,2919,4478,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1556,500,1,3569,5096,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1768,650,2,3569,5096,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2320,1106,3,3569,5096,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1600,548,1,3513,5040,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1858,744,2,3513,5040,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1270,382,1,3972,5546,14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1675,472,2,3972,5546,14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1296,582,2,4592,2503,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2320,1106,3,4592,2503,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2872,1714,4,4592,2503,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1525,726,2,5585,5690,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1835,956,3,5585,5690,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2872,1714,4,5585,5690,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1605,700,2,4282,4315,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,900,3,4282,4315,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2645,1138,4,4282,4315,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1220,461,1,6412,8384,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1615,776,2,6412,8384,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2845,921,3,6412,8384,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1885,556,2,3013,4377,16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1823,742,3,3013,4377,16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1311,480,1,6348,8322,9,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2015,733,2,6348,8322,9,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2720,970,3,6348,8322,9,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1311,480,1,4486,5426,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1651,719,2,4486,5426,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2215,650,3,4486,5426,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1651,719,2,4911,4575,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1810,838,3,4911,4575,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1395,364,1,4199,5653,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1651,719,2,4199,5653,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2320,1106,3,4199,5653,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1800,550,2,2198,3739,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2320,1106,3,2198,3739,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2872,1714,4,2198,3739,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1576,429,1,5033,7064,21,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1595,602,2,5033,7064,21,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2595,767,3,5033,7064,21,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1296,715,2,4600,2372,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2320,1106,3,4600,2372,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2872,1714,4,4600,2372,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1587,468,1,2707,4654,11,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1
1603,560,2,2707,4654,11,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1
2656,852,3,2707,4654,11,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1
1375,419,1,3362,4831,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1651,719,2,3362,4831,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1311,480,1,2323,3852,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1825,461,2,2323,3852,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2320,1106,3,2323,3852,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1599,483,1,1478,3414,17,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2209,554,2,1478,3414,17,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1311,480,1,2642,4429,2,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0
1912,470,2,2642,4429,2,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0
1499,409,1,945,2806,28,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2300,548,2,945,2806,28,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1304,343,1,4361,6419,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1862,612,2,4361,6419,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1311,480,1,4794,7126,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2185,599,2,4794,7126,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2700,771,3,4794,7126,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1499,434,1,3793,5862,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1721,672,2,3793,5862,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2320,1106,3,3793,5862,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1651,719,2,3609,4897,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2850,952,3,3609,4897,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1651,719,2,2829,4836,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
3092,1478,3,2829,4836,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1969,560,1,1805,3989,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2294,718,2,1805,3989,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2872,1714,4,1805,3989,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1299,459,1,3915,5148,5,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1609,680,2,3915,5148,5,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1599,296,1,4929,6964,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1757,610,2,4929,6964,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2320,1106,3,4929,6964,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1595,461,1,3557,4857,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1895,632,2,3557,4857,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1599,528,1,4349,5758,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1799,733,2,4349,5758,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2320,1106,3,4349,5758,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1311,480,1,7277,8493,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1431,752,2,7277,8493,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2320,1106,3,7277,8493,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2300,586,2,1156,2888,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
2320,1106,3,1156,2888,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
1570,450,1,1604,3533,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1999,607,2,1604,3533,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2795,859,3,1604,3533,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2195,747,2,911,1654,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1775,545,1,2716,4443,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2200,660,2,2716,4443,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2900,930,3,2716,4443,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1311,480,1,2458,3872,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2295,647,2,2458,3872,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1925,499,1,2918,1598,55,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1
1975,601,2,2918,1598,55,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1
2950,853,3,2918,1598,55,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1
1499,500,1,2141,4560,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700,612,2,2141,4560,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2399,711,3,2141,4560,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1325,475,1,7889,9833,4,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
1475,663,2,7889,9833,4,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
1311,480,1,1449,2331,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2100,475,2,1449,2331,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1708,481,1,5124,7380,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1929,689,2,5124,7380,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2800,901,3,5124,7380,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3500,955,3,2015,4510,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1550,585,2,7477,7377,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1835,843,3,7477,7377,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2248,1000,4,7477,7377,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1499,513,1,954,2437,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2199,863,2,954,2437,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1471,446,1,3256,5050,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1598,570,2,3256,5050,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2598,842,3,3256,5050,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1825,575,1,3152,1371,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2250,801,2,3152,1371,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2320,1106,3,3152,1371,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1311,480,1,3235,5010,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1748,710,2,3235,5010,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2398,845,3,3235,5010,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1440,370,1,1710,4205,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1850,585,2,1710,4205,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1850,539,1,3615,1236,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2399,657,2,3615,1236,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2320,1106,3,3615,1236,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1599,513,1,2765,4396,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1799,879,2,2765,4396,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2929,1098,3,2765,4396,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1980,501,1,1383,2315,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1910,652,2,1383,2315,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3975,1034,3,1383,2315,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1782,746,2,2172,3575,44,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2836,995,3,2172,3575,44,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1585,573,1,1512,1423,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1775,855,2,1512,1423,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2730,1180,3,1512,1423,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1338,580,2,6824,4411,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1537,824,3,6824,4411,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1399,400,1,4836,6871,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1700,775,2,4836,6871,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2375,975,3,4836,6871,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1311,480,1,4580,5538,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1725,526,2,4580,5538,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1311,480,1,6979,9141,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1570,636,2,6979,9141,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3595,1188,3,6979,9141,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1311,480,1,1591,3159,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2449,593,2,1591,3159,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2320,1106,3,1591,3159,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1661,521,1,3105,4724,15,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
2098,795,2,3105,4724,15,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
2320,1106,3,3105,4724,15,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
1356,475,1,8349,9334,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1593,640,2,8349,9334,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2320,1106,3,8349,9334,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
950,350,1,4541,6549,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1651,719,2,4541,6549,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2400,1100,3,4541,6549,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2250,794,2,3390,4795,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2715,1048,3,3390,4795,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1905,534,1,2992,4587,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2258,752,2,2992,4587,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2995,1082,3,2992,4587,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1750,832,2,6261,8233,37,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2400,1130,3,6261,8233,37,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
3550,1550,4,6261,8233,37,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1600,512,2,4823,6102,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2320,1106,3,4823,6102,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1350,412,1,4529,5465,15,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1750,573,2,4529,5465,15,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2295,802,3,4529,5465,15,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1695,566,1,3001,1325,12,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1830,701,2,3001,1325,12,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
2750,1082,3,3001,1325,12,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1399,635,2,7255,8407,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2320,1106,3,7255,8407,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1597,648,1,6740,6996,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1505,768,2,6740,6996,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1994,997,3,6740,6996,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1767,470,1,3988,1867,19,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
2104,750,2,3988,1867,19,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
4040,1119,3,3988,1867,19,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
1288,705,2,8178,5807,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2320,1106,3,8178,5807,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2872,1714,4,8178,5807,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1798,461,1,2745,3746,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2161,598,2,2745,3746,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3298,978,3,2745,3746,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1199,425,1,4225,5602,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1595,665,2,4225,5602,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1311,480,1,4551,6546,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1850,900,2,4551,6546,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2400,1100,3,4551,6546,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1870,533,1,2745,1769,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026,688,2,2745,1769,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2510,1040,3,2745,1769,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1375,385,1,1860,3755,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1651,719,2,1860,3755,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1311,480,1,3551,4864,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1845,820,2,3551,4864,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2750,1152,3,3551,4864,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1875,574,1,3422,1368,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2455,820,2,3422,1368,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3300,1096,3,3422,1368,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1643,693,2,4687,7095,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2188,1022,3,4687,7095,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1311,480,1,4212,2266,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1699,513,2,4212,2266,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2190,527,3,4212,2266,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2995,1042,3,1693,3665,4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1975,480,1,2625,4756,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1995,500,2,2625,4756,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2995,1035,3,2625,4756,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1895,525,1,2320,4476,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995,520,2,2320,4476,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2500,640,3,2320,4476,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1850,459,1,1060,2612,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,680,2,1060,2612,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1895,500,2,2356,4409,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2995,850,3,2356,4409,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1395,405,1,3804,5294,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1665,592,2,3804,5294,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1800,433,1,1056,2392,11,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2275,715,2,1056,2392,11,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2875,964,3,1056,2392,11,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1600,450,1,3536,5725,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700,676,2,3536,5725,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2320,1106,3,3536,5725,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1311,480,1,1198,3101,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2425,520,2,1198,3101,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2875,740,3,1198,3101,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1695,459,1,1181,3275,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1975,680,2,1181,3275,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3375,1042,3,1181,3275,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1525,459,1,1390,3543,5,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0
