building_address,latitude,longitude
"4207 7th Street Northwest, Washington, DC",38.9422787,-77.02138459999999
"1426 21st Street Northwest, Washington, DC",38.9093942,-77.0469047
"1839 1st Street Northwest, Washington, DC",38.915375,-77.0119169
"244 Maryland Avenue Northeast, Washington, DC",38.89275,-77.00233589999999
"4311 37th Street Northwest, Washington, DC",38.9453014,-77.0721635
"2824 12th Street Northeast, Washington, DC",38.9262565,-76.99081249999999
"4602 Hillside Rd SE, Washington, DC",38.8766984,-76.9338547
"4612 Hillside Rd SE, Washington, DC",38.8766925,-76.9334495
"1415 Oak Street Northwest, Washington, DC",38.9343323,-77.03416
"1416 Belmont Street Northwest, Washington, DC",38.920402,-77.0325517
"1852 5th Street Northwest, Washington, DC",38.915332,-77.01872399999999
"1457 Girard Street Northwest, Washington, DC",38.9255744,-77.0346661
"1427 Chapin Street Northwest, Washington, DC",38.9217242,-77.03344240000001
"2818 Connecticut Avenue Northwest, Washington, DC",38.9270435,-77.0540628
"1401 17th Street Northwest, Washington, DC",38.9090092,-77.0381858
"1301 T Street Northwest, Washington, DC",38.9158043,-77.029844
"1821 16th Street Northwest, Washington, DC",38.9149381,-77.0361392
"510 N Street Southwest, Washington, DC",38.87427580000001,-77.0187198
"4224 16th Street Northwest, Washington, DC",38.9427729,-77.0368139
"421 10th Street Northeast, Washington, DC",38.8953924,-76.9923987
"204 Channing Street Northeast, Washington, DC",38.9225413,-77.0032088
"4316 Gorman Terrace Southeast, Washington, DC",38.8812083,-76.9422166
"3301 E Street Southeast, Washington, DC",38.88262539999999,-76.9596027
"5130 Connecticut Avenue Northwest, Washington, DC",38.9565674,-77.07124170000002
"632 Emerson Street Northeast, Washington, DC",38.9502014,-76.9969658
"615 Gallatin Street Northeast, Washington, DC",38.9516581,-76.9974383
"1833 S Street Northwest, Washington, DC",38.9143604,-77.0427754
"308 E St NE, Washington, DC",38.896323,-77.0015883
"24 Girard Street Northeast, Washington, DC",38.926174,-77.0077642
"1072 Thomas Jefferson Street Northwest, Washington, DC",38.9046618,-77.06038149999999
"1740 18th Street Northwest, Washington, DC",38.9137447,-77.0420176
"3404 13th Street Northwest, Washington, DC",38.9315813,-77.029943
"4729 1st St SW, Washington, DC",38.8224316,-77.0058183
"3700 39th Street Northwest, Washington, DC",38.9382534,-77.0781197
"1416 5th Street Northwest, Washington, DC",38.9091347,-77.0192029
"4336 Polk Street Northeast, Washington, DC",38.9097953,-76.9407967
"2510 M Street Northwest, Washington, DC",38.9050893,-77.0537367
"2807 Ontario Road Northwest, Washington, DC",38.9255398,-77.04122199999999
"1732 Church Street Northwest, Washington, DC",38.91019,-77.0395549
"436 Newton Place Northwest, Washington, DC",38.9339449,-77.020035
"3140 17th Street Northwest, Washington, DC",38.9300819,-77.0390742
"1250 4th Street Southwest, Washington, DC",38.8751479,-77.0172683
"2919 North Capitol Street Northeast, Washington, DC",38.926441,-77.008709
"6939 Georgia Avenue Northwest, Washington, DC",38.9749544,-77.0265354
"524 Roxboro Place Northwest, Washington, DC",38.96540770000001,-77.0208785
"1741 Johnson Avenue Northwest, Washington, DC",38.9134664,-77.0333404
"1020 Monroe Street Northwest, Washington, DC",38.932635,-77.028128
"1438 Columbia Road Northwest, Washington, DC",38.9271478,-77.0338371
"2210 16th Street Southeast, Washington, DC",38.8631813,-76.9824539
"1762 Corcoran Street Northwest, Washington, DC",38.9117364,-77.0407218
"4615 Central Avenue Northeast, Washington, DC",38.8900861,-76.9358355
"1330 Downing Place Northeast, Washington, DC",38.9206789,-76.9845802
"333 7th Street Northeast, Washington, DC",38.8946349,-76.99599839999999
"1300 Massachusetts Avenue Northwest, Washington, DC",38.9046822,-77.03004419999999
"1322 Talbert Terrace Southeast, Washington, DC",38.8610523,-76.9908013
"2642 Woodley Place Northwest, Washington, DC",38.9249191,-77.05136879999999
"1211 G Street Southeast, Washington, DC",38.8810823,-76.9899801
"5001 Glenbrook Road Northwest, Washington, DC",38.9351044,-77.1014337
"1524 18th Street Northwest, Washington, DC",38.9103659,-77.0419529
"1204 Holbrook Street Northeast, Washington, DC",38.9018226,-76.98458029999999
"3244 Patterson Street Northwest, Washington, DC",38.9674165,-77.0655531
"208 5th Street Southeast, Washington, DC",38.8872372,-76.99926060000001
"430 Irving Street Northwest, Washington, DC",38.9292355,-77.0188204
"3025 Porter Street Northwest, Washington, DC",38.9375374,-77.0619555
